ID,DESCRIPTION,IGNORED,CATEGORY,TABLE,COLUMN,LEVEL
1698,Total - Ethnic or cultural origin for the population in private households - 25% sample data (121),FALSE,,,,0
1699,Canadian,FALSE,,,,1
1700,English,FALSE,,,,1
1701,Irish,FALSE,,,,1
1702,Scottish,FALSE,,,,1
1703,"French, n.o.s. (122)",FALSE,,,,1
1704,German,FALSE,,,,1
1705,Chinese,FALSE,,,,1
1706,Italian,FALSE,,,,1
1707,Indian (India),FALSE,,,,1
1708,Ukrainian,FALSE,,,,1
1709,Dutch,FALSE,,,,1
1710,Polish,FALSE,,,,1
1711,Québécois,FALSE,,,,1
1712,"British Isles, n.o.s. (123)",FALSE,,,,1
1713,Filipino,FALSE,,,,1
1714,French Canadian,FALSE,,,,1
1715,"Caucasian (White), n.o.s. (124)",FALSE,,,,1
1716,"First Nations (North American Indian), n.o.s. (125)",FALSE,,,,1
1717,Métis,FALSE,,,,1
1718,"European, n.o.s. (126)",FALSE,,,,1
1719,Russian,FALSE,,,,1
1720,Norwegian,FALSE,,,,1
1721,Welsh,FALSE,,,,1
1722,Portuguese,FALSE,,,,1
1723,American,FALSE,,,,1
1724,Spanish,FALSE,,,,1
1725,Swedish,FALSE,,,,1
1726,Hungarian,FALSE,,,,1
1727,Acadian,FALSE,,,,1
1728,Pakistani,FALSE,,,,1
1729,"African, n.o.s. (127)",FALSE,,,,1
1730,Jewish,FALSE,,,,1
1731,Punjabi,FALSE,,,,1
1732,Vietnamese,FALSE,,,,1
1733,"Arab, n.o.s. (128)",FALSE,,,,1
1734,Greek,FALSE,,,,1
1735,Jamaican,FALSE,,,,1
1736,"Asian, n.o.s. (129)",FALSE,,,,1
1737,"Cree, n.o.s. (130)",FALSE,,,,1
1738,Korean,FALSE,,,,1
1739,Romanian,FALSE,,,,1
1740,Lebanese,FALSE,,,,1
1741,Iranian,FALSE,,,,1
1742,"Christian, n.i.e. (131)",FALSE,,,,1
1743,Danish,FALSE,,,,1
1744,"North American Indigenous, n.o.s. (132)",FALSE,,,,1
1745,Sikh,FALSE,,,,1
1746,Austrian,FALSE,,,,1
1747,Belgian,FALSE,,,,1
1748,Haitian,FALSE,,,,1
1749,Hindu,FALSE,,,,1
1750,Mexican,FALSE,,,,1
1751,Mennonite,FALSE,,,,1
1752,Swiss,FALSE,,,,1
1753,Finnish,FALSE,,,,1
1754,Sri Lankan,FALSE,,,,1
1755,Croatian,FALSE,,,,1
1756,Japanese,FALSE,,,,1
1757,"South Asian, n.o.s. (133)",FALSE,,,,1
1758,"Mi'kmaq, n.o.s. (134)",FALSE,,,,1
1759,"Northern European, n.o.s. (135)",FALSE,,,,1
1760,Muslim,FALSE,,,,1
1761,Egyptian,FALSE,,,,1
1762,"Latin, Central or South American, n.o.s. (136)",FALSE,,,,1
1763,Tamil,FALSE,,,,1
1764,Icelandic,FALSE,,,,1
1765,Colombian,FALSE,,,,1
1766,Moroccan,FALSE,,,,1
1767,Czech,FALSE,,,,1
1768,Syrian,FALSE,,,,1
1769,Guyanese,FALSE,,,,1
1770,Afghan,FALSE,,,,1
1771,"Black, n.o.s. (137)",FALSE,,,,1
1772,Serbian,FALSE,,,,1
1773,Ojibway,FALSE,,,,1
1774,Newfoundlander,FALSE,,,,1
1775,Hong Konger,FALSE,,,,1
1776,Ontarian,FALSE,,,,1
1777,Persian,FALSE,,,,1
1778,Trinidadian/Tobagonian,FALSE,,,,1
1779,Turkish,FALSE,,,,1
1780,"Inuit, n.o.s. (138)",FALSE,,,,1
1781,Bangladeshi,FALSE,,,,1
1782,Algerian,FALSE,,,,1
1783,Brazilian,FALSE,,,,1
1784,Nigerian,FALSE,,,,1
1785,Armenian,FALSE,,,,1
1786,Slovak,FALSE,,,,1
1787,"Eastern European, n.o.s. (139)",FALSE,,,,1
1788,Somali,FALSE,,,,1
1789,Taiwanese,FALSE,,,,1
1790,Iraqi,FALSE,,,,1
1791,Salvadorean,FALSE,,,,1
1792,African Caribbean,FALSE,,,,1
1793,"East or Southeast Asian, n.o.s. (140)",FALSE,,,,1
1794,"West or Central Asian or Middle Eastern, n.o.s. (141)",FALSE,,,,1
1795,"Caribbean, n.o.s. (142)",FALSE,,,,1
1796,Algonquin,FALSE,,,,1
1797,"West Indian, n.o.s. (143)",FALSE,,,,1
1798,Lithuanian,FALSE,,,,1
1799,South African,FALSE,,,,1
1800,Australian,FALSE,,,,1
1801,Palestinian,FALSE,,,,1
1802,Chilean,FALSE,,,,1
1803,Congolese,FALSE,,,,1
1804,Nova Scotian,FALSE,,,,1
1805,Ethiopian,FALSE,,,,1
1806,"Hispanic, n.o.s. (144)",FALSE,,,,1
1807,Peruvian,FALSE,,,,1
1808,Yoruba,FALSE,,,,1
1809,Cambodian (Khmer),FALSE,,,,1
1810,Berber,FALSE,,,,1
1811,Albanian,FALSE,,,,1
1812,Maltese,FALSE,,,,1
1813,Macedonian,FALSE,,,,1
1814,Slovenian,FALSE,,,,1
1815,"Western European, n.o.s. (145)",FALSE,,,,1
1816,New Brunswicker,FALSE,,,,1
1817,Gujarati,FALSE,,,,1
1818,Eritrean,FALSE,,,,1
1819,African Canadian,FALSE,,,,1
1820,Israeli,FALSE,,,,1
1821,Mohawk,FALSE,,,,1
1822,"Czechoslovakian, n.o.s. (146)",FALSE,,,,1
1823,Bulgarian,FALSE,,,,1
1824,Albertan,FALSE,,,,1
1825,Ghanaian,FALSE,,,,1
1826,Barbadian,FALSE,,,,1
1827,African American,FALSE,,,,1
1828,"Yugoslavian, n.o.s. (147)",FALSE,,,,1
1829,Tunisian,FALSE,,,,1
1830,"Slavic, n.o.s. (148)",FALSE,,,,1
1831,Cuban,FALSE,,,,1
1832,Bosnian,FALSE,,,,1
1833,Venezuelan,FALSE,,,,1
1834,"Innu/Montagnais, n.o.s. (149)",FALSE,,,,1
1835,Latvian,FALSE,,,,1
1836,Bengali,FALSE,,,,1
1837,Cameroonian,FALSE,,,,1
1838,Guatemalan,FALSE,,,,1
1839,Indonesian,FALSE,,,,1
1840,Laotian,FALSE,,,,1
1841,Ilocano,FALSE,,,,1
1842,Northern Irish,FALSE,,,,1
1843,"Celtic, n.o.s. (150)",FALSE,,,,1
1844,British Columbian,FALSE,,,,1
1845,Ecuadorian,FALSE,,,,1
1846,Franco Ontarian,FALSE,,,,1
1847,Argentinian,FALSE,,,,1
1848,Estonian,FALSE,,,,1
1849,Kurdish,FALSE,,,,1
1850,Fijian,FALSE,,,,1
1851,Jatt,FALSE,,,,1
1852,"North American, n.o.s. (151)",FALSE,,,,1
1853,Coptic,FALSE,,,,1
1854,Thai,FALSE,,,,1
1855,Dominican,FALSE,,,,1
1856,Nepali,FALSE,,,,1
1857,Kabyle,FALSE,,,,1
1858,Assyrian,FALSE,,,,1
1859,Igbo,FALSE,,,,1
1860,Byelorussian,FALSE,,,,1
1861,"Dene, n.o.s. (152)",FALSE,,,,1
1862,"Blackfoot, n.o.s. (153)",FALSE,,,,1
1863,Abenaki,FALSE,,,,1
1864,Moldovan,FALSE,,,,1
1865,"Iroquois (Haudenosaunee), n.o.s. (154)",FALSE,,,,1
1866,New Zealander,FALSE,,,,1
1867,Sudanese,FALSE,,,,1
1868,Breton,FALSE,,,,1
1869,Pennsylvania Dutch,FALSE,,,,1
1870,Malaysian,FALSE,,,,1
1871,Plains Cree,FALSE,,,,1
1872,"North African, n.o.s. (155)",FALSE,,,,1
1873,Huron (Wendat),FALSE,,,,1
1874,Saskatchewanian,FALSE,,,,1
1875,Buddhist,FALSE,,,,1
1876,Gaspesian,FALSE,,,,1
1877,Norman,FALSE,,,,1
1878,"Southern or East African, n.o.s. (156)",FALSE,,,,1
1879,Ivorian,FALSE,,,,1
1880,Saulteaux,FALSE,,,,1
1881,"Anishinaabe, n.o.s. (157)",FALSE,,,,1
1882,Burundian,FALSE,,,,1
1883,Tigrinya,FALSE,,,,1
1884,Nicaraguan,FALSE,,,,1
1885,Mauritian,FALSE,,,,1
1886,Kenyan,FALSE,,,,1
1887,Oji-Cree,FALSE,,,,1
1888,Vincentian,FALSE,,,,1
1889,Jordanian,FALSE,,,,1
1890,Manitoban,FALSE,,,,1
1891,Cape Bretoner,FALSE,,,,1
1892,Rwandan,FALSE,,,,1
1893,Grenadian,FALSE,,,,1
1894,Malayali,FALSE,,,,1
1895,Chaldean,FALSE,,,,1
1896,Sinhalese,FALSE,,,,1
1897,Mayan,FALSE,,,,1
1898,Honduran,FALSE,,,,1
1899,Cherokee,FALSE,,,,1
1900,Qalipu Mi'kmaq,FALSE,,,,1
1901,Indo-Caribbean,FALSE,,,,1
1902,Flemish,FALSE,,,,1
1903,United Empire Loyalist,FALSE,,,,1
1904,Senegalese,FALSE,,,,1
1905,Azerbaijani,FALSE,,,,1
1906,Sicilian,FALSE,,,,1
1907,Pashtun,FALSE,,,,1
1908,Malay,FALSE,,,,1
1909,Goan,FALSE,,,,1
1910,"Bantu, n.o.s. (158)",FALSE,,,,1
1911,Tibetan,FALSE,,,,1
1912,Zimbabwean,FALSE,,,,1
1913,Burmese,FALSE,,,,1
1914,Mongolian,FALSE,,,,1
1915,Azorean,FALSE,,,,1
1916,Atikamekw,FALSE,,,,1
1917,Bamileke,FALSE,,,,1
1918,Indo-Guyanese,FALSE,,,,1
1919,Ugandan,FALSE,,,,1
1920,Oromo,FALSE,,,,1
1921,Tanzanian,FALSE,,,,1
1922,Yemeni,FALSE,,,,1
1923,Central African,FALSE,,,,1
1924,Libyan,FALSE,,,,1
1925,Basque,FALSE,,,,1
1926,Uruguayan,FALSE,,,,1
1927,"Akan, n.o.s. (159)",FALSE,,,,1
1928,"Central or West African, n.o.s. (160)",FALSE,,,,1
1929,Igorot,FALSE,,,,1
1930,Fulani,FALSE,,,,1
1931,Woodland Cree,FALSE,,,,1
1932,Guinean,FALSE,,,,1
1933,St. Lucian,FALSE,,,,1
1934,Prince Edward Islander,FALSE,,,,1
1935,Maliseet,FALSE,,,,1
1936,Beninese,FALSE,,,,1
1937,Telugu,FALSE,,,,1
1938,Roma,FALSE,,,,1
1939,Costa Rican,FALSE,,,,1
1940,African Nova Scotian,FALSE,,,,1
1941,Malagasy,FALSE,,,,1
1942,Kashmiri,FALSE,,,,1
1943,Singaporean,FALSE,,,,1
1944,Karen,FALSE,,,,1
1945,Edo,FALSE,,,,1
1946,Tajik,FALSE,,,,1
1947,Amhara,FALSE,,,,1
1948,Paraguayan,FALSE,,,,1
1949,Total - Religion for the population in private households - 25% sample data (161),FALSE,,,,0
1950,Buddhist,FALSE,,,,1
1951,Christian,FALSE,,,,1
1952,"Christian, n.o.s. (162)",FALSE,,,,2
1953,Anabaptist,FALSE,,,,2
1954,Anglican,FALSE,,,,2
1955,Baptist,FALSE,,,,2
1956,Catholic,FALSE,,,,2
1957,Christian Orthodox,FALSE,,,,2
1958,Jehovah's Witness,FALSE,,,,2
1959,Latter Day Saints,FALSE,,,,2
1960,Lutheran,FALSE,,,,2
1961,Methodist and Wesleyan (Holiness),FALSE,,,,2
1962,Pentecostal and other Charismatic,FALSE,,,,2
1963,Presbyterian,FALSE,,,,2
1964,Reformed,FALSE,,,,2
1965,United Church,FALSE,,,,2
1966,Other Christian and Christian-related traditions,FALSE,,,,2
1967,Hindu,FALSE,,,,1
1968,Jewish,FALSE,,,,1
1969,Muslim,FALSE,,,,1
1970,Sikh,FALSE,,,,1
1971,Traditional (North American Indigenous) spirituality,FALSE,,,,1
1972,Other religions and spiritual traditions,FALSE,,,,1
1973,No religion and secular perspectives,FALSE,,,,1
1974,Total - Mobility status 1 year ago - 25% sample data (163),TRUE,,,,0
1975,Non-movers,TRUE,,,,1
1976,Movers,TRUE,,,,1
1977,Non-migrants,TRUE,,,,2
1978,Migrants,TRUE,,,,2
1979,Internal migrants,TRUE,,,,3
1980,Intraprovincial migrants,TRUE,,,,4
1981,Interprovincial migrants,TRUE,,,,4
1982,External migrants,TRUE,,,,3
1983,Total - Mobility status 5 years ago - 25% sample data (164),TRUE,,,,0
1984,Non-movers,TRUE,,,,1
1985,Movers,TRUE,,,,1
1986,Non-migrants,TRUE,,,,2
1987,Migrants,TRUE,,,,2
1988,Internal migrants,TRUE,,,,3
1989,Intraprovincial migrants,TRUE,,,,4
1990,Interprovincial migrants,TRUE,,,,4
1991,External migrants,TRUE,,,,3
1992,Total - Secondary (high) school diploma or equivalency certificate for the population aged 15 years and over in private households - 25% sample data (165),TRUE,,,,0
1993,No high school diploma or equivalency certificate,TRUE,,,,1
1994,With high school diploma or equivalency certificate (166),TRUE,,,,1
1995,Total - Secondary (high) school diploma or equivalency certificate for the population aged 25 to 64 years in private households - 25% sample data (165),TRUE,,,,0
1996,No high school diploma or equivalency certificate,TRUE,,,,1
1997,With high school diploma or equivalency certificate (166),TRUE,,,,1
1998,"Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households - 25% sample data (165)",FALSE,,,,0
1999,"No certificate, diploma or degree",FALSE,,,,1
2000,High (secondary) school diploma or equivalency certificate (167),FALSE,,,,1
2001,"Postsecondary certificate, diploma or degree",FALSE,,,,1
2002,Postsecondary certificate or diploma below bachelor level,FALSE,,,,2
2003,Apprenticeship or trades certificate or diploma,TRUE,,,,3
2004,Non-apprenticeship trades certificate or diploma (168),TRUE,,,,4
2005,Apprenticeship certificate (169),TRUE,,,,4
2006,"College, CEGEP or other non-university certificate or diploma (170)",TRUE,,,,3
2007,University certificate or diploma below bachelor level,TRUE,,,,3
2008,Bachelor's degree or higher,FALSE,,,,2
2009,Bachelor's degree,TRUE,,,,3
2010,University certificate or diploma above bachelor level,TRUE,,,,3
2011,"Degree in medicine, dentistry, veterinary medicine or optometry",TRUE,,,,3
2012,Master's degree,TRUE,,,,3
2013,Earned doctorate (171),TRUE,,,,3
2014,"Total - Highest certificate, diploma or degree for the population aged 25 to 64 years in private households - 25% sample data (165)",TRUE,,,,0
2015,"No certificate, diploma or degree",TRUE,,,,1
2016,High (secondary) school diploma or equivalency certificate (167),TRUE,,,,1
2017,"Postsecondary certificate, diploma or degree",TRUE,,,,1
2018,Postsecondary certificate or diploma below bachelor level,TRUE,,,,2
2019,Apprenticeship or trades certificate or diploma,TRUE,,,,3
2020,Non-apprenticeship trades certificate or diploma (168),TRUE,,,,4
2021,Apprenticeship certificate (169),TRUE,,,,4
2022,"College, CEGEP or other non-university certificate or diploma (170)",TRUE,,,,3
2023,University certificate or diploma below bachelor level,TRUE,,,,3
2024,Bachelor's degree or higher,TRUE,,,,2
2025,Bachelor's degree,TRUE,,,,3
2026,University certificate or diploma above bachelor level,TRUE,,,,3
2027,"Degree in medicine, dentistry, veterinary medicine or optometry",TRUE,,,,3
2028,Master's degree,TRUE,,,,3
2029,Earned doctorate (171),TRUE,,,,3
2030,Total - Major field of study - Classification of Instructional Programs (CIP) 2021 for the population aged 15 years and over in private households - 25% sample data (172),TRUE,,,,0
2031,"No postsecondary certificate, diploma or degree (173)",TRUE,,,,1
2032,Education,TRUE,,,,1
2033,13. Education,TRUE,,,,2
2034,"Visual and performing arts, and communications technologies",TRUE,,,,1
2035,10. Communications technologies/technicians and support services,TRUE,,,,2
2036,50. Visual and performing arts,TRUE,,,,2
2037,Humanities,TRUE,,,,1
2038,"16. Indigenous and foreign languages, literatures, and linguistics",TRUE,,,,2
2039,23. English language and literature/letters,TRUE,,,,2
2040,"24. Liberal arts and sciences, general studies and humanities",TRUE,,,,2
2041,30A Interdisciplinary humanities (174),TRUE,,,,2
2042,38. Philosophy and religious studies,TRUE,,,,2
2043,39. Theology and religious vocations,TRUE,,,,2
2044,54. History,TRUE,,,,2
2045,55. French language and literature/lettersCAN,TRUE,,,,2
2046,Social and behavioural sciences and law,TRUE,,,,1
2047,"05. Area, ethnic, cultural, gender, and group studies",TRUE,,,,2
2048,"09. Communication, journalism and related programs",TRUE,,,,2
2049,19. Family and consumer sciences/human sciences,TRUE,,,,2
2050,22. Legal professions and studies,TRUE,,,,2
2051,30B Interdisciplinary social and behavioural sciences (175),TRUE,,,,2
2052,42. Psychology,TRUE,,,,2
2053,45. Social sciences,TRUE,,,,2
2054,"Business, management and public administration",TRUE,,,,1
2055,30.16 Accounting and computer science,TRUE,,,,2
2056,44. Public administration and social service professions,TRUE,,,,2
2057,"52. Business, management, marketing and related support services",TRUE,,,,2
2058,Physical and life sciences and technologies,TRUE,,,,1
2059,26. Biological and biomedical sciences,TRUE,,,,2
2060,30.01 Biological and physical sciences,TRUE,,,,2
2061,30C Other interdisciplinary physical and life sciences (176),TRUE,,,,2
2062,40. Physical sciences,TRUE,,,,2
2063,41. Science technologies/technicians,TRUE,,,,2
2064,"Mathematics, computer and information sciences",TRUE,,,,1
2065,11. Computer and information sciences and support services,TRUE,,,,2
2066,25. Library science,TRUE,,,,2
2067,27. Mathematics and statistics,TRUE,,,,2
2068,"30D Interdisciplinary mathematics, computer and information sciences (177)",TRUE,,,,2
2069,"Architecture, engineering, and related trades",TRUE,,,,1
2070,04. Architecture and related services,TRUE,,,,2
2071,14. Engineering,TRUE,,,,2
2072,15. Engineering/engineering-related technologies/technicians,TRUE,,,,2
2073,30.12 Historic preservation and conservation,TRUE,,,,2
2074,46. Construction trades,TRUE,,,,2
2075,47. Mechanic and repair technologies/technicians,TRUE,,,,2
2076,48. Precision production,TRUE,,,,2
2077,"Agriculture, natural resources and conservation",TRUE,,,,1
2078,01. Agricultural and veterinary sciences/services/operations and related fields (178),TRUE,,,,2
2079,03. Natural resources and conservation,TRUE,,,,2
2080,Health and related fields,TRUE,,,,1
2081,30.37 Design for human health,TRUE,,,,2
2082,"31. Parks, recreation, leisure, fitness, and kinesiology",TRUE,,,,2
2083,51. Health professions and related programs (178),TRUE,,,,2
2084,60. Health professions residency/fellowship programs,TRUE,,,,2
2085,61. Medical residency/fellowship programs,TRUE,,,,2
2086,"Personal, protective and transportation services",TRUE,,,,1
2087,"12. Culinary, entertainment, and personal services",TRUE,,,,2
2088,"28. Military science, leadership and operational art",TRUE,,,,2
2089,29. Military technologies and applied sciences,TRUE,,,,2
2090,43. Security and protective services,TRUE,,,,2
2091,49. Transportation and materials moving,TRUE,,,,2
2092,Other (179),TRUE,,,,1
2093,Total - Major field of study - Classification of Instructional Programs (CIP) 2021 for the population aged 25 to 64 years in private households - 25% sample data (172),TRUE,,,,0
2094,"No postsecondary certificate, diploma or degree (173)",TRUE,,,,1
2095,Education,TRUE,,,,1
2096,13. Education,TRUE,,,,2
2097,"Visual and performing arts, and communications technologies",TRUE,,,,1
2098,10. Communications technologies/technicians and support services,TRUE,,,,2
2099,50. Visual and performing arts,TRUE,,,,2
2100,Humanities,TRUE,,,,1
2101,"16. Indigenous and foreign languages, literatures, and linguistics",TRUE,,,,2
2102,23. English language and literature/letters,TRUE,,,,2
2103,"24. Liberal arts and sciences, general studies and humanities",TRUE,,,,2
2104,30A Interdisciplinary humanities (174),TRUE,,,,2
2105,38. Philosophy and religious studies,TRUE,,,,2
2106,39. Theology and religious vocations,TRUE,,,,2
2107,54. History,TRUE,,,,2
2108,55. French language and literature/lettersCAN,TRUE,,,,2
2109,Social and behavioural sciences and law,TRUE,,,,1
2110,"05. Area, ethnic, cultural, gender, and group studies",TRUE,,,,2
2111,"09. Communication, journalism and related programs",TRUE,,,,2
2112,19. Family and consumer sciences/human sciences,TRUE,,,,2
2113,22. Legal professions and studies,TRUE,,,,2
2114,30B Interdisciplinary social and behavioural sciences (175),TRUE,,,,2
2115,42. Psychology,TRUE,,,,2
2116,45. Social sciences,TRUE,,,,2
2117,"Business, management and public administration",TRUE,,,,1
2118,30.16 Accounting and computer science,TRUE,,,,2
2119,44. Public administration and social service professions,TRUE,,,,2
2120,"52. Business, management, marketing and related support services",TRUE,,,,2
2121,Physical and life sciences and technologies,TRUE,,,,1
2122,26. Biological and biomedical sciences,TRUE,,,,2
2123,30.01 Biological and physical sciences,TRUE,,,,2
2124,30C Other interdisciplinary physical and life sciences (176),TRUE,,,,2
2125,40. Physical sciences,TRUE,,,,2
2126,41. Science technologies/technicians,TRUE,,,,2
2127,"Mathematics, computer and information sciences",TRUE,,,,1
2128,11. Computer and information sciences and support services,TRUE,,,,2
2129,25. Library science,TRUE,,,,2
2130,27. Mathematics and statistics,TRUE,,,,2
2131,"30D Interdisciplinary mathematics, computer and information sciences (177)",TRUE,,,,2
2132,"Architecture, engineering, and related trades",TRUE,,,,1
2133,04. Architecture and related services,TRUE,,,,2
2134,14. Engineering,TRUE,,,,2
2135,15. Engineering/engineering-related technologies/technicians,TRUE,,,,2
2136,30.12 Historic preservation and conservation,TRUE,,,,2
2137,46. Construction trades,TRUE,,,,2
2138,47. Mechanic and repair technologies/technicians,TRUE,,,,2
2139,48. Precision production,TRUE,,,,2
2140,"Agriculture, natural resources and conservation",TRUE,,,,1
2141,01. Agricultural and veterinary sciences/services/operations and related fields (178),TRUE,,,,2
2142,03. Natural resources and conservation,TRUE,,,,2
2143,Health and related fields,TRUE,,,,1
2144,30.37 Design for human health,TRUE,,,,2
2145,"31. Parks, recreation, leisure, fitness, and kinesiology",TRUE,,,,2
2146,51. Health professions and related programs (178),TRUE,,,,2
2147,60. Health professions residency/fellowship programs,TRUE,,,,2
2148,61. Medical residency/fellowship programs,TRUE,,,,2
2149,"Personal, protective and transportation services",TRUE,,,,1
2150,"12. Culinary, entertainment, and personal services",TRUE,,,,2
2151,"28. Military science, leadership and operational art",TRUE,,,,2
2152,29. Military technologies and applied sciences,TRUE,,,,2
2153,43. Security and protective services,TRUE,,,,2
2154,49. Transportation and materials moving,TRUE,,,,2
2155,Other (179),TRUE,,,,1
2156,Total - Location of study compared with province or territory of residence for the population aged 25 to 64 years in private households - 25% sample data (180),TRUE,,,,0
2157,"No postsecondary certificate, diploma or degree",TRUE,,,,1
2158,"Postsecondary certificate, diploma or degree (181)",TRUE,,,,1
2159,Location of study inside Canada,TRUE,,,,2
2160,Same as province or territory of residence,TRUE,,,,3
2161,Different than province or territory of residence,TRUE,,,,3
2162,Location of study outside Canada (182),TRUE,,,,2
2163,Americas,TRUE,,,,3
2164,United States of America,TRUE,,,,4
2165,Mexico,TRUE,,,,4
2166,Cuba,TRUE,,,,4
2167,Haiti,TRUE,,,,4
2168,Jamaica,TRUE,,,,4
2169,Brazil,TRUE,,,,4
2170,Colombia,TRUE,,,,4
2171,Peru,TRUE,,,,4
2172,Venezuela (95),TRUE,,,,4
2173,Other locations of study in Americas,TRUE,,,,4
2174,Europe,TRUE,,,,3
2175,Belgium,TRUE,,,,4
2176,France,TRUE,,,,4
2177,Germany,TRUE,,,,4
2178,Netherlands,TRUE,,,,4
2179,Switzerland,TRUE,,,,4
2180,Hungary,TRUE,,,,4
2181,Moldova (183),TRUE,,,,4
2182,Poland,TRUE,,,,4
2183,Romania,TRUE,,,,4
2184,Russian Federation,TRUE,,,,4
2185,Ukraine,TRUE,,,,4
2186,Ireland (96),TRUE,,,,4
2187,United Kingdom (87),TRUE,,,,4
2188,Bosnia and Herzegovina,TRUE,,,,4
2189,Italy,TRUE,,,,4
2190,Serbia (86),TRUE,,,,4
2191,Other locations of study in Europe,TRUE,,,,4
2192,Africa,TRUE,,,,3
2193,Nigeria,TRUE,,,,4
2194,Algeria,TRUE,,,,4
2195,Morocco,TRUE,,,,4
2196,Tunisia,TRUE,,,,4
2197,Egypt,TRUE,,,,4
2198,"South Africa, Republic of",TRUE,,,,4
2199,Other locations of study in Africa,TRUE,,,,4
2200,Asia,TRUE,,,,3
2201,Iran (88),TRUE,,,,4
2202,Iraq,TRUE,,,,4
2203,Israel,TRUE,,,,4
2204,Lebanon,TRUE,,,,4
2205,Syria (89),TRUE,,,,4
2206,Turkey,TRUE,,,,4
2207,China (90),TRUE,,,,4
2208,Taiwan,TRUE,,,,4
2209,Hong Kong (91),TRUE,,,,4
2210,Japan,TRUE,,,,4
2211,"Korea, South (92)",TRUE,,,,4
2212,Philippines,TRUE,,,,4
2213,Viet Nam,TRUE,,,,4
2214,Bangladesh,TRUE,,,,4
2215,Sri Lanka,TRUE,,,,4
2216,India,TRUE,,,,4
2217,Pakistan,TRUE,,,,4
2218,Other locations of study in Asia,TRUE,,,,4
2219,Oceania,TRUE,,,,3
2220,Australia,TRUE,,,,4
2221,New Zealand,TRUE,,,,4
2222,Other locations of study in Oceania,TRUE,,,,4
2223,Total - Population aged 15 years and over by labour force status - 25% sample data (184),FALSE,,,,0
2224,In the labour force,FALSE,,,,1
2225,Employed,FALSE,,,,2
2226,Unemployed,FALSE,,,,2
2227,Not in the labour force,FALSE,,,,1
2228,Participation rate,FALSE,,,,0
2229,Employment rate,FALSE,,,,0
2230,Unemployment rate,FALSE,,,,0
2231,Total - Population aged 15 years and over by work activity during the reference year - 25% sample data (185),TRUE,,,,0
2232,Did not work (186),TRUE,,,,1
2233,Worked,TRUE,,,,1
2234,Worked full year full time (187),TRUE,,,,2
2235,Worked part year and/or part time (188),TRUE,,,,2
2236,Average weeks worked in reference year,TRUE,,,,2
2237,Total - Labour force aged 15 years and over by class of worker including job permanency - 25% sample data (189),TRUE,,,,0
2238,Class of worker - not applicable (190),TRUE,,,,1
2239,All classes of workers (191),TRUE,,,,1
2240,Employee,TRUE,,,,2
2241,Permanent position,TRUE,,,,3
2242,Temporary position,TRUE,,,,3
2243,Fixed term (1 year or more),TRUE,,,,4
2244,"Casual, seasonal or short-term position (less than 1 year)",TRUE,,,,4
2245,Self-employed (192),TRUE,,,,2
2246,Total - Labour force aged 15 years and over by occupation - Broad category - National Occupational Classification (NOC) 2021 - 25% sample data (193),TRUE,,,,0
2247,Occupation - not applicable (190),TRUE,,,,1
2248,All occupations (191),TRUE,,,,1
2249,0 Legislative and senior management occupations,TRUE,,,,2
2250,"1 Business, finance and administration occupations",TRUE,,,,2
2251,2 Natural and applied sciences and related occupations,TRUE,,,,2
2252,3 Health occupations,TRUE,,,,2
2253,"4 Occupations in education, law and social, community and government services",TRUE,,,,2
2254,"5 Occupations in art, culture, recreation and sport",TRUE,,,,2
2255,6 Sales and service occupations,TRUE,,,,2
2256,"7 Trades, transport and equipment operators and related occupations",TRUE,,,,2
2257,"8 Natural resources, agriculture and related production occupations",TRUE,,,,2
2258,9 Occupations in manufacturing and utilities,TRUE,,,,2
2259,Total - Labour force aged 15 years and over by industry - Sectors - North American Industry Classification System (NAICS) 2017 - 25% sample data (194),TRUE,,,,0
2260,Industry - not applicable (190),TRUE,,,,1
2261,All industries (191),TRUE,,,,1
2262,"11 Agriculture, forestry, fishing and hunting",TRUE,,,,2
2263,"21 Mining, quarrying, and oil and gas extraction",TRUE,,,,2
2264,22 Utilities,TRUE,,,,2
2265,23 Construction,TRUE,,,,2
2266,31-33 Manufacturing,TRUE,,,,2
2267,41 Wholesale trade,TRUE,,,,2
2268,44-45 Retail trade,TRUE,,,,2
2269,48-49 Transportation and warehousing,TRUE,,,,2
2270,51 Information and cultural industries,TRUE,,,,2
2271,52 Finance and insurance,TRUE,,,,2
2272,53 Real estate and rental and leasing,TRUE,,,,2
2273,"54 Professional, scientific and technical services",TRUE,,,,2
2274,55 Management of companies and enterprises,TRUE,,,,2
2275,"56 Administrative and support, waste management and remediation services",TRUE,,,,2
2276,61 Educational services,TRUE,,,,2
2277,62 Health care and social assistance,TRUE,,,,2
2278,"71 Arts, entertainment and recreation",TRUE,,,,2
2279,72 Accommodation and food services,TRUE,,,,2
2280,81 Other services (except public administration),TRUE,,,,2
2281,91 Public administration,TRUE,,,,2
2282,"Total - All languages used at work for the population in private households aged 15 years and over who worked since January 1, 2020 - 25% sample data (195)",TRUE,,,,0
2283,English,TRUE,,,,1
2284,French,TRUE,,,,1
2285,Non-official language,TRUE,,,,1
2286,Indigenous (39),TRUE,,,,2
2287,Non-Indigenous,TRUE,,,,2
2288,English and French,TRUE,,,,1
2289,English and non-official language(s),TRUE,,,,1
